country,region,happiness_score,gdp_per_capita,social_support,life_expectancy,freedom,generosity,corruption,year,region_avg_happiness,region_avg_gdp,happiness_vs_region,happiness_zscore
Gabon,Sub-Saharan Africa,4.758,1.036,1.164,0.404,0.356,0.032,0.052,2018,4.195025641025641,0.4428461538461539,0.5629743589743592,-0.6028228789729506
Palestinian Territories,Middle East and Northern Africa,4.743,0.642,1.217,0.602,0.266,0.086,0.076,2018,5.282736842105263,1.081157894736842,-0.5397368421052624,-0.6162769123870686
South Africa,Sub-Saharan Africa,4.724,0.94,1.41,0.33,0.516,0.103,0.056,2018,4.195025641025641,0.4428461538461539,0.5289743589743594,-0.633318688044952
Iran,Middle East and Northern Africa,4.707,1.059,0.771,0.691,0.459,0.282,0.129,2018,5.282736842105263,1.081157894736842,-0.5757368421052629,-0.6485665925809531
Ivory Coast,Sub-Saharan Africa,4.671,0.541,0.872,0.08,0.467,0.146,0.103,2018,4.195025641025641,0.4428461538461539,0.47597435897435947,-0.6808562727748367
Ghana,Sub-Saharan Africa,4.657,0.592,0.896,0.337,0.499,0.212,0.029,2018,4.195025641025641,0.4428461538461539,0.46197435897435923,-0.6934133706280141
Senegal,Sub-Saharan Africa,4.631,0.429,1.117,0.433,0.406,0.138,0.082,2018,4.195025641025641,0.4428461538461539,0.43597435897435943,-0.7167336952124858
Laos,Southeastern Asia,4.623,0.72,1.034,0.441,0.626,0.23,0.174,2018,5.313444444444444,0.8939999999999999,-0.6904444444444442,-0.7239091797000156
Tunisia,Middle East and Northern Africa,4.592,0.9,0.906,0.69,0.271,0.04,0.063,2018,5.282736842105263,1.081157894736842,-0.6907368421052631,-0.7517141820891939
Albania,Central and Eastern Europe,4.586,0.916,0.817,0.79,0.419,0.149,0.032,2018,5.463965517241379,0.9893448275862069,-0.8779655172413783,-0.7570957954548407
Sierra Leone,Sub-Saharan Africa,4.571,0.256,0.813,0.0,0.355,0.238,0.053,2018,4.195025641025641,0.4428461538461539,0.37597435897435894,-0.7705498288689596
Congo (Brazzaville),Sub-Saharan Africa,4.559,0.682,0.811,0.343,0.514,0.091,0.077,2018,4.195025641025641,0.4428461538461539,0.36397435897435937,-0.7813130556002539
Bangladesh,Southern Asia,4.5,0.532,0.85,0.579,0.58,0.153,0.144,2018,4.6038571428571435,0.6251428571428572,-0.10385714285714354,-0.8342322536957861
Sri Lanka,Southern Asia,4.471,0.918,1.314,0.672,0.585,0.307,0.05,2018,4.6038571428571435,0.6251428571428572,-0.13285714285714345,-0.8602433849630816
Iraq,Middle East and Northern Africa,4.456,1.01,0.971,0.536,0.304,0.148,0.095,2018,5.282736842105263,1.081157894736842,-0.8267368421052623,-0.8736974183771996
Mali,Sub-Saharan Africa,4.447,0.37,1.233,0.152,0.367,0.139,0.056,2018,4.195025641025641,0.4428461538461539,0.25197435897435927,-0.8817698384256709
Namibia,Sub-Saharan Africa,4.441,0.874,1.281,0.365,0.519,0.051,0.064,2018,4.195025641025641,0.4428461538461539,0.24597435897435904,-0.8871514517913185
Cambodia,Southeastern Asia,4.433,0.549,1.088,0.457,0.696,0.256,0.065,2018,5.313444444444444,0.8939999999999999,-0.8804444444444446,-0.8943269362788483
Burkina Faso,Sub-Saharan Africa,4.424,0.314,1.097,0.254,0.312,0.175,0.128,2018,4.195025641025641,0.4428461538461539,0.22897435897435958,-0.9023993563273188
Egypt,Middle East and Northern Africa,4.419,0.885,1.025,0.553,0.312,0.092,0.107,2018,5.282736842105263,1.081157894736842,-0.8637368421052631,-0.9068840341320256
Mozambique,Sub-Saharan Africa,4.417,0.198,0.902,0.173,0.531,0.206,0.158,2018,4.195025641025641,0.4428461538461539,0.22197435897435902,-0.9086779052539079
Kenya,Sub-Saharan Africa,4.41,0.493,1.048,0.454,0.504,0.352,0.055,2018,4.195025641025641,0.4428461538461539,0.21497435897435935,-0.9149564541804961
Zambia,Sub-Saharan Africa,4.377,0.562,1.047,0.295,0.503,0.221,0.082,2018,4.195025641025641,0.4428461538461539,0.18197435897435899,-0.9445553276915568
Mauritania,Sub-Saharan Africa,4.356,0.557,1.245,0.292,0.129,0.134,0.093,2018,4.195025641025641,0.4428461538461539,0.16097435897435908,-0.9633909744713224
Ethiopia,Sub-Saharan Africa,4.35,0.308,0.95,0.391,0.452,0.22,0.146,2018,4.195025641025641,0.4428461538461539,0.15497435897435885,-0.96877258783697
Georgia,Central and Eastern Europe,4.34,0.853,0.592,0.643,0.375,0.038,0.215,2018,5.463965517241379,0.9893448275862069,-1.1239655172413787,-0.977741943446382
Armenia,Central and Eastern Europe,4.321,0.816,0.99,0.666,0.26,0.077,0.028,2018,5.463965517241379,0.9893448275862069,-1.1429655172413788,-0.9947837191042653
Myanmar,Southeastern Asia,4.308,0.682,1.174,0.429,0.58,0.598,0.178,2018,5.313444444444444,0.8939999999999999,-1.0054444444444446,-1.006443881396501
Chad,Sub-Saharan Africa,4.301,0.358,0.907,0.053,0.189,0.181,0.06,2018,4.195025641025641,0.4428461538461539,0.10597435897435936,-1.0127224303230895
Congo (Kinshasa),Sub-Saharan Africa,4.245,0.069,1.136,0.204,0.312,0.197,0.052,2018,4.195025641025641,0.4428461538461539,0.04997435897435931,-1.062950821735798
India,Southern Asia,4.19,0.721,0.747,0.485,0.539,0.172,0.093,2018,4.6038571428571435,0.6251428571428572,-0.41385714285714315,-1.112282277587565
Niger,Sub-Saharan Africa,4.166,0.131,0.867,0.221,0.39,0.175,0.099,2018,4.195025641025641,0.4428461538461539,-0.029025641025640425,-1.1338087310501543
Uganda,Sub-Saharan Africa,4.161,0.322,1.09,0.237,0.45,0.259,0.061,2018,4.195025641025641,0.4428461538461539,-0.03402564102564121,-1.1382934088548613
Benin,Sub-Saharan Africa,4.141,0.378,0.372,0.24,0.44,0.163,0.067,2018,4.195025641025641,0.4428461538461539,-0.05402564102564078,-1.1562321200736854
Sudan,Sub-Saharan Africa,4.139,0.605,1.24,0.312,0.016,0.134,0.082,2018,4.195025641025641,0.4428461538461539,-0.05602564102564056,-1.1580259911955675
Ukraine,Central and Eastern Europe,4.103,0.793,1.413,0.609,0.163,0.187,0.011,2018,5.463965517241379,0.9893448275862069,-1.3609655172413788,-1.190315671389452
Togo,Sub-Saharan Africa,3.999,0.259,0.474,0.253,0.434,0.158,0.101,2018,4.195025641025641,0.4428461538461539,-0.19602564102564068,-1.2835969697273388
Guinea,Sub-Saharan Africa,3.964,0.344,0.792,0.211,0.394,0.185,0.094,2018,4.195025641025641,0.4428461538461539,-0.23102564102564083,-1.3149897143602818
Lesotho,Sub-Saharan Africa,3.808,0.472,1.215,0.079,0.423,0.116,0.112,2018,4.195025641025641,0.4428461538461539,-0.38702564102564097,-1.4549116618671127
Angola,Sub-Saharan Africa,3.795,0.73,1.125,0.269,0.0,0.079,0.061,2018,4.195025641025641,0.4428461538461539,-0.40002564102564087,-1.4665718241593486
Madagascar,Sub-Saharan Africa,3.774,0.262,0.908,0.402,0.221,0.155,0.049,2018,4.195025641025641,0.4428461538461539,-0.4210256410256408,-1.4854074709391143
Zimbabwe,Sub-Saharan Africa,3.692,0.357,1.094,0.248,0.406,0.132,0.099,2018,4.195025641025641,0.4428461538461539,-0.5030256410256406,-1.5589561869362945
Afghanistan,Southern Asia,3.632,0.332,0.537,0.255,0.085,0.191,0.036,2018,4.6038571428571435,0.6251428571428572,-0.9718571428571434,-1.6127723205927678
Botswana,Sub-Saharan Africa,3.59,1.017,1.174,0.417,0.557,0.042,0.092,2018,4.195025641025641,0.4428461538461539,-0.6050256410256409,-1.6504436141522993
Malawi,Sub-Saharan Africa,3.587,0.186,0.541,0.306,0.531,0.21,0.08,2018,4.195025641025641,0.4428461538461539,-0.6080256410256406,-1.6531344208351229
Haiti,Latin America and Caribbean,3.582,0.315,0.714,0.289,0.025,0.392,0.104,2018,5.950136363636363,0.9013181818181818,-2.3681363636363635,-1.6576190986398291
Liberia,Sub-Saharan Africa,3.495,0.076,0.858,0.267,0.419,0.206,0.03,2018,4.195025641025641,0.4428461538461539,-0.7000256410256407,-1.7356524924417154
Syria,Middle East and Northern Africa,3.462,0.689,0.382,0.539,0.088,0.376,0.144,2018,5.282736842105263,1.081157894736842,-1.8207368421052625,-1.7652513659527758
Rwanda,Sub-Saharan Africa,3.408,0.332,0.896,0.4,0.636,0.2,0.444,2018,4.195025641025641,0.4428461538461539,-0.7870256410256409,-1.813685886243602
Yemen,Middle East and Northern Africa,3.355,0.442,1.073,0.343,0.244,0.083,0.064,2018,5.282736842105263,1.081157894736842,-1.9277368421052627,-1.8612234709734867
Tanzania,Sub-Saharan Africa,3.303,0.455,0.991,0.381,0.481,0.27,0.097,2018,4.195025641025641,0.4428461538461539,-0.8920256410256409,-1.9078641201424305
South Sudan,Sub-Saharan Africa,3.254,0.337,0.608,0.177,0.112,0.224,0.106,2018,4.195025641025641,0.4428461538461539,-0.9410256410256408,-1.9518139626285502
Central African Republic,Sub-Saharan Africa,3.083,0.024,0.0,0.01,0.305,0.218,0.038,2018,4.195025641025641,0.4428461538461539,-1.1120256410256406,-2.105189943549499
Burundi,Sub-Saharan Africa,2.905,0.091,0.627,0.145,0.065,0.149,0.076,2018,4.195025641025641,0.4428461538461539,-1.290025641025641,-2.264844473397037
Finland,Western Europe,7.769,1.34,1.587,0.986,0.596,0.153,0.393,2019,6.842190476190477,1.3573333333333335,0.9268095238095233,2.0978500950210726
Denmark,Western Europe,7.6,1.383,1.573,0.996,0.592,0.252,0.41,2019,6.842190476190477,1.3573333333333335,0.7578095238095228,1.9462679852220053
Norway,Western Europe,7.554,1.488,1.582,1.028,0.603,0.271,0.341,2019,6.842190476190477,1.3573333333333335,0.7118095238095234,1.9050089494187097
Iceland,Western Europe,7.494,1.38,1.624,1.026,0.591,0.354,0.118,2019,6.842190476190477,1.3573333333333335,0.651809523809523,1.851192815762236
Netherlands,Western Europe,7.488,1.396,1.522,0.999,0.557,0.322,0.298,2019,6.842190476190477,1.3573333333333335,0.6458095238095236,1.8458112023965891
Switzerland,Western Europe,7.48,1.452,1.526,1.052,0.572,0.263,0.343,2019,6.842190476190477,1.3573333333333335,0.6378095238095236,1.8386357179090593
Sweden,Western Europe,7.343,1.387,1.487,1.009,0.574,0.267,0.373,2019,6.842190476190477,1.3573333333333335,0.5008095238095231,1.7157555460601113
New Zealand,Australia and New Zealand,7.307,1.303,1.557,1.026,0.585,0.33,0.38,2019,7.2675,1.3375,0.03950000000000031,1.6834658658662276
Canada,North America,7.278,1.365,1.505,1.039,0.584,0.285,0.308,2019,7.085,1.399,0.19299999999999962,1.6574547345989314
Austria,Western Europe,7.246,1.376,1.475,1.016,0.532,0.244,0.226,2019,6.842190476190477,1.3573333333333335,0.4038095238095236,1.6287527966488131
Australia,Australia and New Zealand,7.228,1.372,1.548,1.036,0.557,0.332,0.29,2019,7.2675,1.3375,-0.03950000000000031,1.6126079565518705
Costa Rica,Latin America and Caribbean,7.167,1.034,1.441,0.963,0.558,0.144,0.093,2019,5.954428571428572,0.9242857142857143,1.2125714285714277,1.5578948873344558
Israel,Middle East and Northern Africa,7.139,1.276,1.455,1.029,0.371,0.261,0.082,2019,5.237,1.0590526315789475,1.9020000000000001,1.532780691628102
Luxembourg,Western Europe,7.09,1.609,1.479,1.012,0.526,0.194,0.316,2019,6.842190476190477,1.3573333333333335,0.24780952380952304,1.4888308491419817
United Kingdom,Western Europe,7.054,1.333,1.538,0.996,0.45,0.348,0.278,2019,6.842190476190477,1.3573333333333335,0.21180952380952345,1.456541168948098
Ireland,Western Europe,7.021,1.499,1.553,0.999,0.516,0.298,0.31,2019,6.842190476190477,1.3573333333333335,0.17880952380952309,1.4269422954370374
Germany,Western Europe,6.985,1.373,1.454,0.987,0.495,0.261,0.265,2019,6.842190476190477,1.3573333333333335,0.1428095238095235,1.3946526152431538
Belgium,Western Europe,6.923,1.356,1.504,0.986,0.473,0.16,0.21,2019,6.842190476190477,1.3573333333333335,0.08080952380952322,1.3390426104647977
United States,North America,6.892,1.433,1.457,0.874,0.454,0.28,0.128,2019,7.085,1.399,-0.19299999999999962,1.31123760807562
Czech Republic,Central and Eastern Europe,6.852,1.269,1.487,0.92,0.457,0.046,0.036,2019,5.56151724137931,1.0210689655172414,1.2904827586206906,1.275360185637971
United Arab Emirates,Middle East and Northern Africa,6.825,1.503,1.31,0.825,0.598,0.262,0.182,2019,5.237,1.0590526315789475,1.588,1.251142925492558
Malta,Western Europe,6.726,1.3,1.52,0.999,0.564,0.375,0.151,2019,6.842190476190477,1.3573333333333335,-0.11619047619047684,1.1623463049593765
Mexico,Latin America and Caribbean,6.595,1.07,1.323,0.861,0.433,0.074,0.073,2019,5.954428571428572,0.9242857142857143,0.6405714285714277,1.0448477464760761
France,Western Europe,6.592,1.324,1.472,1.045,0.436,0.111,0.183,2019,6.842190476190477,1.3573333333333335,-0.2501904761904772,1.0421569397932524
Taiwan,Eastern Asia,6.446,1.368,1.43,0.914,0.351,0.242,0.097,2019,5.688833333333332,1.2351666666666665,0.7571666666666674,0.9112043478958339
Chile,Latin America and Caribbean,6.444,1.159,1.369,0.92,0.357,0.187,0.056,2019,5.954428571428572,0.9242857142857143,0.4895714285714279,0.9094104767739516
Guatemala,Latin America and Caribbean,6.436,0.8,1.269,0.746,0.535,0.175,0.078,2019,5.954428571428572,0.9242857142857143,0.4815714285714279,0.9022349922864219
Saudi Arabia,Middle East and Northern Africa,6.375,1.403,1.357,0.795,0.439,0.08,0.132,2019,5.237,1.0590526315789475,1.138,0.8475219230690073
Qatar,Middle East and Northern Africa,6.374,1.684,1.313,0.871,0.555,0.22,0.167,2019,5.237,1.0590526315789475,1.1369999999999996,0.8466249875080658
Spain,Western Europe,6.354,1.286,1.484,1.062,0.362,0.153,0.079,2019,6.842190476190477,1.3573333333333335,-0.48819047619047673,0.8286862762892417
Panama,Latin America and Caribbean,6.321,1.149,1.442,0.91,0.516,0.109,0.054,2019,5.954428571428572,0.9242857142857143,0.36657142857142766,0.799087402778181
Brazil,Latin America and Caribbean,6.3,1.004,1.439,0.802,0.39,0.099,0.086,2019,5.954428571428572,0.9242857142857143,0.34557142857142775,0.7802517559984153
Uruguay,Latin America and Caribbean,6.293,1.124,1.465,0.891,0.523,0.127,0.15,2019,5.954428571428572,0.9242857142857143,0.3385714285714281,0.7739732070718272
Singapore,Southeastern Asia,6.262,1.572,1.463,1.141,0.556,0.271,0.453,2019,5.273666666666667,0.9300000000000002,0.9883333333333324,0.7461682046826487
El Salvador,Latin America and Caribbean,6.253,0.794,1.242,0.789,0.43,0.093,0.074,2019,5.954428571428572,0.9242857142857143,0.29857142857142804,0.7380957846341781
Italy,Western Europe,6.223,1.294,1.488,1.039,0.231,0.158,0.03,2019,6.842190476190477,1.3573333333333335,-0.619190476190477,0.7111877178059413
Bahrain,Middle East and Northern Africa,6.199,1.362,1.368,0.871,0.536,0.255,0.11,2019,5.237,1.0590526315789475,0.9619999999999997,0.6896612643433518
Slovakia,Central and Eastern Europe,6.198,1.246,1.504,0.881,0.334,0.121,0.014,2019,5.56151724137931,1.0210689655172414,0.6364827586206907,0.6887643287824111
Trinidad and Tobago,Latin America and Caribbean,6.192,1.231,1.477,0.713,0.489,0.185,0.016,2019,5.954428571428572,0.9242857142857143,0.2375714285714281,0.6833827154167637
Poland,Central and Eastern Europe,6.182,1.206,1.438,0.884,0.483,0.117,0.05,2019,5.56151724137931,1.0210689655172414,0.6204827586206907,0.6744133598073515
Uzbekistan,Central and Eastern Europe,6.174,0.745,1.529,0.756,0.631,0.322,0.24,2019,5.56151724137931,1.0210689655172414,0.6124827586206907,0.6672378753198218
Lithuania,Central and Eastern Europe,6.149,1.238,1.515,0.818,0.291,0.043,0.042,2019,5.56151724137931,1.0210689655172414,0.5874827586206903,0.6448144862962909
Colombia,Latin America and Caribbean,6.125,0.985,1.41,0.841,0.47,0.099,0.034,2019,5.954428571428572,0.9242857142857143,0.17057142857142793,0.6232880328337015
Slovenia,Central and Eastern Europe,6.118,1.258,1.523,0.953,0.564,0.144,0.057,2019,5.56151724137931,1.0210689655172414,0.5564827586206906,0.6170094839071132
Nicaragua,Latin America and Caribbean,6.105,0.694,1.325,0.835,0.435,0.2,0.127,2019,5.954428571428572,0.9242857142857143,0.15057142857142836,0.6053493216148774
Kosovo,Central and Eastern Europe,6.1,0.882,1.232,0.758,0.489,0.262,0.006,2019,5.56151724137931,1.0210689655172414,0.53848275862069,0.6008646438101706
Argentina,Latin America and Caribbean,6.086,1.092,1.432,0.881,0.471,0.066,0.05,2019,5.954428571428572,0.9242857142857143,0.13157142857142823,0.5883075459569941
Romania,Central and Eastern Europe,6.07,1.162,1.232,0.825,0.462,0.083,0.005,2019,5.56151724137931,1.0210689655172414,0.5084827586206906,0.5739565769819345
Cyprus,Western Europe,6.046,1.263,1.223,1.042,0.406,0.19,0.041,2019,6.842190476190477,1.3573333333333335,-0.7961904761904766,0.5524301235193451
Ecuador,Latin America and Caribbean,6.028,0.912,1.312,0.868,0.498,0.126,0.087,2019,5.954428571428572,0.9242857142857143,0.07357142857142751,0.5362852834224024
Kuwait,Middle East and Northern Africa,6.021,1.5,1.319,0.808,0.493,0.142,0.097,2019,5.237,1.0590526315789475,0.7839999999999998,0.5300067344958141
Thailand,Southeastern Asia,6.008,1.05,1.409,0.828,0.557,0.359,0.028,2019,5.273666666666667,0.9300000000000002,0.7343333333333328,0.5183465722035784
Latvia,Central and Eastern Europe,5.94,1.187,1.465,0.812,0.264,0.075,0.064,2019,5.56151724137931,1.0210689655172414,0.3784827586206907,0.45735495405957555
South Korea,Eastern Asia,5.895,1.301,1.219,1.036,0.159,0.175,0.056,2019,5.688833333333332,1.2351666666666665,0.20616666666666728,0.4169928538172198
Estonia,Central and Eastern Europe,5.893,1.237,1.528,0.874,0.495,0.103,0.161,2019,5.56151724137931,1.0210689655172414,0.3314827586206901,0.41519898269533756
Jamaica,Latin America and Caribbean,5.89,0.831,1.478,0.831,0.49,0.107,0.028,2019,5.954428571428572,0.9242857142857143,-0.06442857142857239,0.41250817601251377
Mauritius,Sub-Saharan Africa,5.888,1.12,1.402,0.798,0.498,0.215,0.06,2019,4.300050000000001,0.44375,1.5879499999999993,0.4107143048906315
Japan,Eastern Asia,5.886,1.327,1.419,1.088,0.445,0.069,0.14,2019,5.688833333333332,1.2351666666666665,0.19716666666666782,0.40892043376874926
Honduras,Latin America and Caribbean,5.86,0.642,1.236,0.828,0.507,0.246,0.078,2019,5.954428571428572,0.9242857142857143,-0.09442857142857175,0.3856001091842776
Kazakhstan,Central and Eastern Europe,5.809,1.173,1.508,0.729,0.41,0.146,0.096,2019,5.56151724137931,1.0210689655172414,0.24748275862069047,0.3398563955762751
Bolivia,Latin America and Caribbean,5.779,0.776,1.209,0.706,0.511,0.137,0.064,2019,5.954428571428572,0.9242857142857143,-0.17542857142857216,0.3129483287480382
Hungary,Central and Eastern Europe,5.758,1.201,1.41,0.828,0.199,0.081,0.02,2019,5.56151724137931,1.0210689655172414,0.1964827586206903,0.2941126819682726
Paraguay,Latin America and Caribbean,5.743,0.855,1.475,0.777,0.514,0.184,0.08,2019,5.954428571428572,0.9242857142857143,-0.21142857142857174,0.2806586485541545
North Cyprus,Western Europe,5.718,1.263,1.252,1.042,0.417,0.191,0.162,2019,6.842190476190477,1.3573333333333335,-1.1241904761904769,0.25823525953062365
Peru,Latin America and Caribbean,5.697,0.96,1.274,0.854,0.455,0.083,0.027,2019,5.954428571428572,0.9242857142857143,-0.257428571428572,0.23939961275085803
Portugal,Western Europe,5.693,1.221,1.431,0.999,0.508,0.047,0.025,2019,6.842190476190477,1.3573333333333335,-1.1491904761904772,0.23581187050709274
Pakistan,Southern Asia,5.653,0.677,0.886,0.535,0.313,0.22,0.098,2019,4.526857142857143,0.6502857142857142,1.126142857142857,0.19993444806944377
Russia,Central and Eastern Europe,5.648,1.183,1.452,0.726,0.334,0.082,0.031,2019,5.56151724137931,1.0210689655172414,0.08648275862068999,0.19544977026473775
Philippines,Southeastern Asia,5.631,0.807,1.293,0.657,0.558,0.117,0.107,2019,5.273666666666667,0.9300000000000002,0.35733333333333306,0.18020186572873745
Serbia,Central and Eastern Europe,5.603,1.004,1.383,0.854,0.282,0.137,0.039,2019,5.56151724137931,1.0210689655172414,0.04148275862069006,0.15508767002238277
Moldova,Central and Eastern Europe,5.529,0.685,1.328,0.739,0.245,0.181,0.0,2019,5.56151724137931,1.0210689655172414,-0.03251724137930978,0.0887144385127324
Libya,Middle East and Northern Africa,5.525,1.044,1.303,0.673,0.416,0.133,0.152,2019,5.237,1.0590526315789475,0.28800000000000026,0.0851266962689679
Montenegro,Central and Eastern Europe,5.523,1.051,1.361,0.871,0.197,0.142,0.08,2019,5.56151724137931,1.0210689655172414,-0.03851724137931001,0.08333282514708486
Tajikistan,Central and Eastern Europe,5.467,0.493,1.098,0.718,0.389,0.23,0.144,2019,5.56151724137931,1.0210689655172414,-0.09451724137931006,0.03310443373437632
Croatia,Central and Eastern Europe,5.432,1.155,1.266,0.914,0.296,0.119,0.022,2019,5.56151724137931,1.0210689655172414,-0.1295172413793093,0.0017116891014341748
Hong Kong,Eastern Asia,5.43,1.438,1.277,1.122,0.44,0.258,0.287,2019,5.688833333333332,1.2351666666666665,-0.2588333333333326,-8.218202044887069e-05
Dominican Republic,Latin America and Caribbean,5.425,1.015,1.401,0.779,0.497,0.113,0.101,2019,5.954428571428572,0.9242857142857143,-0.5294285714285722,-0.004566859825154891
Bosnia and Herzegovina,Central and Eastern Europe,5.386,0.945,1.212,0.845,0.212,0.263,0.006,2019,5.56151724137931,1.0210689655172414,-0.17551724137930957,-0.03954734670186233
Turkey,Middle East and Northern Africa,5.373,1.183,1.36,0.808,0.195,0.083,0.106,2019,5.237,1.0590526315789475,0.13600000000000012,-0.05120750899409814
Malaysia,Southeastern Asia,5.339,1.221,1.171,0.828,0.508,0.26,0.024,2019,5.273666666666667,0.9300000000000002,0.06533333333333324,-0.08170331806609955
Belarus,Central and Eastern Europe,5.323,1.067,1.465,0.789,0.235,0.094,0.142,2019,5.56151724137931,1.0210689655172414,-0.2385172413793093,-0.09605428704115913
Greece,Western Europe,5.287,1.181,1.156,0.999,0.067,0.0,0.034,2019,6.842190476190477,1.3573333333333335,-1.555190476190477,-0.1283439672350436
Mongolia,Eastern Asia,5.285,0.948,1.531,0.667,0.317,0.235,0.038,2019,5.688833333333332,1.2351666666666665,-0.40383333333333216,-0.13013783835692586
North Macedonia,Central and Eastern Europe,5.274,0.983,1.294,0.838,0.345,0.185,0.034,2019,5.56151724137931,1.0210689655172414,-0.2875172413793097,-0.14000412952727942
Nigeria,Sub-Saharan Africa,5.265,0.696,1.111,0.245,0.426,0.215,0.041,2019,4.300050000000001,0.44375,0.9649499999999991,-0.14807654957575073
Kyrgyzstan,Central and Eastern Europe,5.261,0.551,1.438,0.723,0.508,0.3,0.023,2019,5.56151724137931,1.0210689655172414,-0.3005172413793096,-0.1516642918195152
Turkmenistan,Central and Eastern Europe,5.247,1.052,1.538,0.657,0.394,0.244,0.028,2019,5.56151724137931,1.0210689655172414,-0.3145172413793098,-0.16422138967269256
Algeria,Middle East and Northern Africa,5.211,1.002,1.16,0.785,0.086,0.073,0.114,2019,5.237,1.0590526315789475,-0.0259999999999998,-0.19651106986657624
Morocco,Middle East and Northern Africa,5.208,0.801,0.782,0.782,0.418,0.036,0.076,2019,5.237,1.0590526315789475,-0.028999999999999915,-0.1992018765494
Azerbaijan,Central and Eastern Europe,5.208,1.043,1.147,0.769,0.351,0.035,0.182,2019,5.56151724137931,1.0210689655172414,-0.3535172413793095,-0.1992018765494
Lebanon,Middle East and Northern Africa,5.197,0.987,1.224,0.815,0.216,0.166,0.027,2019,5.237,1.0590526315789475,-0.040000000000000036,-0.20906816771975356
Indonesia,Southeastern Asia,5.192,0.931,1.203,0.66,0.491,0.498,0.028,2019,5.273666666666667,0.9300000000000002,-0.081666666666667,-0.21355284552445958
China,Eastern Asia,5.191,1.029,1.125,0.893,0.521,0.058,0.1,2019,5.688833333333332,1.2351666666666665,-0.49783333333333246,-0.2144497810854011
Vietnam,Southeastern Asia,5.175,0.741,1.346,0.851,0.543,0.147,0.073,2019,5.273666666666667,0.9300000000000002,-0.09866666666666735,-0.2288007500604607
Bhutan,Southern Asia,5.082,0.813,1.321,0.604,0.457,0.37,0.167,2019,4.526857142857143,0.6502857142857142,0.5551428571428572,-0.31221575722799444
Cameroon,Sub-Saharan Africa,5.044,0.549,0.91,0.331,0.381,0.187,0.037,2019,4.300050000000001,0.44375,0.743949999999999,-0.3462993085437611
Bulgaria,Central and Eastern Europe,5.011,1.092,1.513,0.815,0.311,0.081,0.004,2019,5.56151724137931,1.0210689655172414,-0.5505172413793096,-0.375898182054821
Ghana,Sub-Saharan Africa,4.996,0.611,0.868,0.486,0.381,0.245,0.04,2019,4.300050000000001,0.44375,0.6959499999999998,-0.38935221546893906
Ivory Coast,Sub-Saharan Africa,4.944,0.569,0.808,0.232,0.352,0.154,0.09,2019,4.300050000000001,0.44375,0.6439499999999994,-0.4359928646378831
Nepal,Southern Asia,4.913,0.446,1.226,0.677,0.439,0.285,0.089,2019,4.526857142857143,0.6502857142857142,0.38614285714285757,-0.4637978670270608
Jordan,Middle East and Northern Africa,4.906,0.837,1.225,0.815,0.383,0.11,0.13,2019,5.237,1.0590526315789475,-0.3310000000000004,-0.47007641595364985
Benin,Sub-Saharan Africa,4.883,0.393,0.437,0.397,0.349,0.175,0.082,2019,4.300050000000001,0.44375,0.5829499999999994,-0.4907059338552977
Congo (Brazzaville),Sub-Saharan Africa,4.812,0.673,0.799,0.508,0.372,0.105,0.093,2019,4.300050000000001,0.44375,0.5119499999999997,-0.5543883586821243
Gabon,Sub-Saharan Africa,4.799,1.057,1.183,0.571,0.295,0.043,0.055,2019,4.300050000000001,0.44375,0.4989499999999998,-0.5660485209743601
Laos,Southeastern Asia,4.796,0.764,1.03,0.551,0.547,0.266,0.164,2019,5.273666666666667,0.9300000000000002,-0.4776666666666669,-0.5687393276571838
South Africa,Sub-Saharan Africa,4.722,0.96,1.351,0.469,0.389,0.13,0.055,2019,4.300050000000001,0.44375,0.4219499999999998,-0.6351125591668343
Albania,Central and Eastern Europe,4.719,0.947,0.848,0.874,0.383,0.178,0.027,2019,5.56151724137931,1.0210689655172414,-0.8425172413793094,-0.637803365849658
Venezuela,Latin America and Caribbean,4.707,0.96,1.427,0.805,0.154,0.064,0.047,2019,5.954428571428572,0.9242857142857143,-1.2474285714285722,-0.6485665925809531
Cambodia,Southeastern Asia,4.7,0.574,1.122,0.637,0.609,0.232,0.062,2019,5.273666666666667,0.9300000000000002,-0.573666666666667,-0.6548451415075414
Palestinian Territories,Middle East and Northern Africa,4.696,0.657,1.247,0.672,0.225,0.103,0.066,2019,5.237,1.0590526315789475,-0.5410000000000004,-0.6584328837513067
Senegal,Sub-Saharan Africa,4.681,0.45,1.134,0.571,0.292,0.153,0.072,2019,4.300050000000001,0.44375,0.38094999999999946,-0.6718869171654247
Somalia,Sub-Saharan Africa,4.668,0.0,0.698,0.268,0.559,0.243,0.27,2019,4.300050000000001,0.44375,0.36794999999999956,-0.6835470794576606
Namibia,Sub-Saharan Africa,4.639,0.879,1.313,0.477,0.401,0.07,0.056,2019,4.300050000000001,0.44375,0.33894999999999964,-0.709558210724956
Niger,Sub-Saharan Africa,4.628,0.138,0.774,0.366,0.318,0.188,0.102,2019,4.300050000000001,0.44375,0.3279499999999995,-0.7194245018953095
Burkina Faso,Sub-Saharan Africa,4.587,0.331,1.056,0.38,0.255,0.177,0.113,2019,4.300050000000001,0.44375,0.28694999999999915,-0.7561988598939
