country,region,happiness_score,gdp_per_capita,social_support,life_expectancy,freedom,generosity,corruption,year,region_avg_happiness,region_avg_gdp,happiness_vs_region,happiness_zscore
Congo (Brazzaville),Sub-Saharan Africa,4.236,0.77109,0.47799,0.28212,0.37938,0.12077,0.09753,2016,4.1364210526315786,0.4743213157894737,0.09957894736842121,-1.0710232417842693
Senegal,Sub-Saharan Africa,4.219,0.44314,0.77416,0.40457,0.31056,0.19103,0.11681,2016,4.1364210526315786,0.4743213157894737,0.08257894736842175,-1.0862711463202697
Bulgaria,Central and Eastern Europe,4.217,1.11306,0.92542,0.67806,0.21219,0.12793,0.00615,2016,5.370689655172414,1.0475368965517242,-1.153689655172414,-1.0880650174421527
Mauritania,Sub-Saharan Africa,4.201,0.61391,0.84142,0.28639,0.1268,0.22686,0.17955,2016,4.1364210526315786,0.4743213157894737,0.06457894736842107,-1.1024159864172123
Zimbabwe,Sub-Saharan Africa,4.193,0.35041,0.71478,0.1595,0.25429,0.18503,0.08582,2016,4.1364210526315786,0.4743213157894737,0.05657894736842106,-1.109591470904742
Malawi,Sub-Saharan Africa,4.156,0.08709,0.147,0.29364,0.4143,0.30968,0.07564,2016,4.1364210526315786,0.4743213157894737,0.01957894736842114,-1.1427780866595671
Sudan,Sub-Saharan Africa,4.139,0.63069,0.81928,0.29759,0.0,0.18077,0.10039,2016,4.1364210526315786,0.4743213157894737,0.00257894736842168,-1.1580259911955675
Gabon,Sub-Saharan Africa,4.121,1.15851,0.72368,0.3494,0.28098,0.06244,0.09314,2016,4.1364210526315786,0.4743213157894737,-0.015421052631578114,-1.1741708312925094
Mali,Sub-Saharan Africa,4.073,0.31292,0.86333,0.16347,0.27544,0.21064,0.13647,2016,4.1364210526315786,0.4743213157894737,-0.06342105263157816,-1.217223738217688
Haiti,Latin America and Caribbean,4.028,0.34097,0.29561,0.27494,0.12072,0.47958,0.14476,2016,6.10175,0.99341,-2.0737500000000004,-1.2575858384600438
Botswana,Sub-Saharan Africa,3.974,1.09426,0.89186,0.34752,0.44089,0.12425,0.10769,2016,4.1364210526315786,0.4743213157894737,-0.16242105263157836,-1.3060203587508694
Comoros,Sub-Saharan Africa,3.956,0.27509,0.60323,0.29981,0.15412,0.1827,0.18437,2016,4.1364210526315786,0.4743213157894737,-0.1804210526315786,-1.3221651988478116
Ivory Coast,Sub-Saharan Africa,3.916,0.55507,0.57576,0.04476,0.40663,0.20338,0.1553,2016,4.1364210526315786,0.4743213157894737,-0.22042105263157863,-1.3580426212854606
Cambodia,Southeastern Asia,3.907,0.55604,0.5375,0.42494,0.58852,0.40339,0.08092,2016,5.338888888888889,0.8963811111111111,-1.4318888888888885,-1.3661150413339316
Angola,Sub-Saharan Africa,3.866,0.84731,0.66366,0.04991,0.00589,0.12071,0.08434,2016,4.1364210526315786,0.4743213157894737,-0.27042105263157845,-1.4028893993325215
Niger,Sub-Saharan Africa,3.856,0.1327,0.6053,0.26162,0.38041,0.2097,0.17176,2016,4.1364210526315786,0.4743213157894737,-0.2804210526315787,-1.411858754941934
South Sudan,Sub-Saharan Africa,3.832,0.39394,0.18519,0.15781,0.19662,0.25899,0.13015,2016,4.1364210526315786,0.4743213157894737,-0.3044210526315787,-1.4333852084045233
Chad,Sub-Saharan Africa,3.763,0.42214,0.63178,0.03824,0.12807,0.18667,0.04952,2016,4.1364210526315786,0.4743213157894737,-0.37342105263157865,-1.4952737621094678
Burkina Faso,Sub-Saharan Africa,3.739,0.31995,0.63054,0.21297,0.3337,0.24353,0.12533,2016,4.1364210526315786,0.4743213157894737,-0.3974210526315787,-1.516800215572057
Uganda,Sub-Saharan Africa,3.739,0.34719,0.90981,0.19625,0.43653,0.27102,0.06442,2016,4.1364210526315786,0.4743213157894737,-0.3974210526315787,-1.516800215572057
Yemen,Middle East and Northern Africa,3.724,0.57939,0.47493,0.31048,0.2287,0.09821,0.05892,2016,5.386052631578947,1.139323157894737,-1.6620526315789466,-1.5302542489861752
Madagascar,Sub-Saharan Africa,3.695,0.27954,0.46115,0.37109,0.13684,0.2204,0.07506,2016,4.1364210526315786,0.4743213157894737,-0.4414210526315787,-1.556265380253471
Tanzania,Sub-Saharan Africa,3.666,0.47155,0.77623,0.357,0.3176,0.31472,0.05099,2016,4.1364210526315786,0.4743213157894737,-0.47042105263157863,-1.5822765115207664
Liberia,Sub-Saharan Africa,3.622,0.10706,0.50353,0.23165,0.25748,0.24063,0.04852,2016,4.1364210526315786,0.4743213157894737,-0.5144210526315787,-1.6217416762021801
Guinea,Sub-Saharan Africa,3.607,0.22415,0.3109,0.18829,0.30953,0.29914,0.1192,2016,4.1364210526315786,0.4743213157894737,-0.5294210526315783,-1.6351957096162983
Rwanda,Sub-Saharan Africa,3.515,0.32846,0.61586,0.31865,0.5432,0.23552,0.50521,2016,4.1364210526315786,0.4743213157894737,-0.6214210526315784,-1.7177137812228909
Benin,Sub-Saharan Africa,3.484,0.39499,0.10419,0.21028,0.39747,0.2018,0.06681,2016,4.1364210526315786,0.4743213157894737,-0.6524210526315786,-1.745518783612069
Afghanistan,Southern Asia,3.36,0.38227,0.11037,0.17344,0.1643,0.31268,0.07112,2016,4.563285714285714,0.6606714285714286,-1.2032857142857138,-1.8567387931687807
Togo,Sub-Saharan Africa,3.303,0.28123,0.0,0.24811,0.34678,0.17517,0.11587,2016,4.1364210526315786,0.4743213157894737,-0.8334210526315786,-1.9078641201424305
Syria,Middle East and Northern Africa,3.069,0.74719,0.14866,0.62994,0.06912,0.48397,0.17233,2016,5.386052631578947,1.139323157894737,-2.317052631578947,-2.1177470414026764
Burundi,Sub-Saharan Africa,2.905,0.06831,0.23442,0.15747,0.0432,0.2029,0.09419,2016,4.1364210526315786,0.4743213157894737,-1.2314210526315787,-2.264844473397037
Norway,Western Europe,7.53700017929077,1.61646318435669,1.53352355957031,0.796666502952576,0.635422587394714,0.36201223731041,0.315963834524155,2017,6.703714302607945,1.4574108634676262,0.833285876682825,1.8897612056949757
Denmark,Western Europe,7.52199983596802,1.48238301277161,1.55112159252167,0.792565524578094,0.626006722450256,0.355280488729477,0.40077006816864,2017,6.703714302607945,1.4574108634676262,0.8182855333600756,1.8763068643424745
Iceland,Western Europe,7.50400018692017,1.480633020401,1.6105740070343,0.833552122116089,0.627162635326385,0.475540220737457,0.153526559472084,2017,6.703714302607945,1.4574108634676262,0.8002858843122249,1.8601623390269955
Switzerland,Western Europe,7.49399995803833,1.56497955322266,1.51691174507141,0.858131289482117,0.620070576667786,0.290549278259277,0.367007285356522,2017,6.703714302607945,1.4574108634676262,0.7902856554303854,1.8511927781253221
Finland,Western Europe,7.4689998626709,1.44357192516327,1.5402467250824,0.80915766954422,0.617950856685638,0.24548277258873,0.38261154294014,2017,6.703714302607945,1.4574108634676262,0.7652855600629556,1.8287693035633523
Netherlands,Western Europe,7.3769998550415,1.50394463539124,1.42893922328949,0.810696125030518,0.585384488105774,0.470489829778671,0.282661825418472,2017,6.703714302607945,1.4574108634676262,0.6732855524335557,1.7462512251136797
Canada,North America,7.31599998474121,1.47920441627502,1.48134899139404,0.83455765247345,0.611100912094116,0.435539722442627,0.287371516227722,2017,7.1545000076293945,1.512731850147245,0.16149997711181552,1.691538272228547
New Zealand,Australia and New Zealand,7.31400012969971,1.40570604801178,1.54819512367249,0.816759705543518,0.614062130451202,0.500005125999451,0.382816702127457,2017,7.299000024795535,1.44506049156189,0.015000104904174805,1.6897445311250978
Sweden,Western Europe,7.28399991989136,1.49438726902008,1.47816216945648,0.830875158309937,0.612924098968506,0.385399252176285,0.384398728609085,2017,6.703714302607945,1.4574108634676262,0.5802856172834154,1.6628362761122912
Australia,Australia and New Zealand,7.28399991989136,1.484414935112,1.51004195213318,0.84388679265976,0.601607382297516,0.477699249982834,0.301183730363846,2017,7.299000024795535,1.44506049156189,-0.015000104904174805,1.6628362761122912
Israel,Middle East and Northern Africa,7.21299982070923,1.37538242340088,1.37628996372223,0.83840399980545,0.405988603830338,0.330082654953003,0.0852421000599861,2017,5.369684194263658,1.168535430180399,1.8433156264455723,1.5991537623254852
Costa Rica,Latin America and Caribbean,7.0789999961853,1.10970628261566,1.41640365123749,0.759509265422821,0.580131649971008,0.214613229036331,0.100106589496136,2017,5.957818193869158,1.0069808174263348,1.1211818023161424,1.4789645545500885
Austria,Western Europe,7.00600004196167,1.48709726333618,1.4599449634552,0.815328419208527,0.567766189575195,0.316472321748734,0.221060365438461,2017,6.703714302607945,1.4574108634676262,0.30228573935372527,1.413488299659833
United States,North America,6.99300003051758,1.54625928401947,1.41992056369781,0.77428662776947,0.505740523338318,0.392578780651093,0.135638788342476,2017,7.1545000076293945,1.512731850147245,-0.16149997711181463,1.4018281271029858
Ireland,Western Europe,6.97700023651123,1.53570663928986,1.55823111534119,0.80978262424469,0.573110342025757,0.42785832285881,0.29838815331459,2017,6.703714302607945,1.4574108634676262,0.2732859339032849,1.387477342890956
Germany,Western Europe,6.95100021362305,1.48792338371277,1.47252035140991,0.798950731754303,0.562511384487152,0.336269170045853,0.276731938123703,2017,6.703714302607945,1.4574108634676262,0.24728591101510577,1.3641569977772625
Belgium,Western Europe,6.89099979400635,1.46378076076508,1.46231269836426,0.818091869354248,0.539770722389221,0.231503337621689,0.251343131065369,2017,6.703714302607945,1.4574108634676262,0.18728549139840567,1.3103404877516487
Luxembourg,Western Europe,6.86299991607666,1.74194359779358,1.45758366584778,0.845089495182037,0.59662789106369,0.283180981874466,0.31883442401886,2017,6.703714302607945,1.4574108634676262,0.1592856134687155,1.2852264015344963
United Kingdom,Western Europe,6.71400022506714,1.44163393974304,1.49646008014679,0.805335938930511,0.508190035820007,0.492774158716202,0.265428066253662,2017,6.703714302607945,1.4574108634676262,0.010285922459194907,1.151583280098803
Chile,Latin America and Caribbean,6.65199995040894,1.25278460979462,1.28402495384216,0.819479703903198,0.376895278692245,0.326662421226501,0.0822879821062088,2017,5.957818193869158,1.0069808174263348,0.6941817565397823,1.095973028969741
United Arab Emirates,Middle East and Northern Africa,6.64799976348877,1.62634336948395,1.26641023159027,0.726798236370087,0.60834527015686,0.3609419465065,0.324489563703537,2017,5.369684194263658,1.168535430180399,1.2783155692251125,1.0923851190706289
Brazil,Latin America and Caribbean,6.63500022888184,1.10735321044922,1.43130600452423,0.616552352905273,0.437453746795654,0.16234989464283,0.111092761158943,2017,5.957818193869158,1.0069808174263348,0.6771820350126827,1.0807253742059872
Czech Republic,Central and Eastern Europe,6.60900020599365,1.35268235206604,1.43388521671295,0.754444003105164,0.490946173667908,0.0881067588925362,0.0368729270994663,2017,5.409931034877382,1.0920510189286596,1.1990691711162675,1.0574050290922832
Argentina,Latin America and Caribbean,6.59899997711182,1.18529546260834,1.44045114517212,0.695137083530426,0.494519203901291,0.109457060694695,0.059739887714386,2017,5.957818193869158,1.0069808174263348,0.6411817832426623,1.0484354681906187
Mexico,Latin America and Caribbean,6.57800006866455,1.15318381786346,1.210862159729,0.709978997707367,0.412730008363724,0.120990432798862,0.132774114608765,2017,5.957818193869158,1.0069808174263348,0.6201818747953922,1.029599903527752
Singapore,Southeastern Asia,6.57200002670288,1.69227766990662,1.35381436347961,0.949492394924164,0.549840569496155,0.345965981483459,0.46430778503418,2017,5.444875001907348,0.965252861380578,1.1271250247955322,1.0242182525251908
Malta,Western Europe,6.52699995040894,1.34327983856201,1.48841166496277,0.821944236755371,0.588767051696777,0.574730575084686,0.153066068887711,2017,6.703714302607945,1.4574108634676262,-0.17671435219900467,0.983856083852088
Uruguay,Latin America and Caribbean,6.4539999961853,1.21755969524384,1.41222786903381,0.719216823577881,0.57939225435257,0.175096929073334,0.178061872720718,2017,5.957818193869158,1.0069808174263348,0.4961818023161424,0.9183798289618239
Guatemala,Latin America and Caribbean,6.4539999961853,0.872001945972443,1.25558519363403,0.540239989757538,0.531310617923737,0.283488392829895,0.0772232785820961,2017,5.957818193869158,1.0069808174263348,0.4961818023161424,0.9183798289618239
Panama,Latin America and Caribbean,6.4520001411438,1.23374843597412,1.37319254875183,0.706156134605408,0.550026834011078,0.21055693924427,0.070983923971653,2017,5.957818193869158,1.0069808174263348,0.49418194727464204,0.9165860878583747
France,Western Europe,6.44199991226196,1.43092346191406,1.38777685165405,0.844465851783752,0.470222115516663,0.129762306809425,0.172502428293228,2017,6.703714302607945,1.4574108634676262,-0.2617143903459844,0.9076165269567014
Thailand,Southeastern Asia,6.42399978637695,1.12786877155304,1.42579245567322,0.647239029407501,0.580200731754303,0.572123110294342,0.0316127352416515,2017,5.444875001907348,0.965252861380578,0.9791247844696018,0.8914715739490167
Taiwan Province of China,East Asia,6.42199993133545,1.43362653255463,1.38456535339355,0.793984234333038,0.361466586589813,0.258360475301743,0.0638292357325554,2017,6.42199993133545,1.43362653255463,0.0,0.8896778328455682
Spain,Western Europe,6.40299987792969,1.38439786434174,1.53209090232849,0.888960599899292,0.408781230449677,0.190133571624756,0.0709140971302986,2017,6.703714302607945,1.4574108634676262,-0.3007144246782545,0.8726360092861597
Qatar,Middle East and Northern Africa,6.375,1.87076568603516,1.27429687976837,0.710098087787628,0.604130983352661,0.330473870038986,0.439299255609512,2017,5.369684194263658,1.168535430180399,1.005315805736342,0.8475219230690073
Colombia,Latin America and Caribbean,6.35699987411499,1.07062232494354,1.4021829366684,0.595027923583984,0.477487415075302,0.149014472961426,0.0466687418520451,2017,5.957818193869158,1.0069808174263348,0.39918168024583256,0.8313769700613234
Saudi Arabia,Middle East and Northern Africa,6.3439998626709,1.53062355518341,1.28667759895325,0.590148329734802,0.449750572443008,0.147616013884544,0.27343225479126,2017,5.369684194263658,1.168535430180399,0.9743156684072423,0.8197167975044762
Trinidad and Tobago,Latin America and Caribbean,6.16800022125244,1.36135590076447,1.3802285194397,0.519983291625977,0.518630743026733,0.325296461582184,0.0089648161083459,2017,5.957818193869158,1.0069808174263348,0.21018202738328196,0.6618564604033551
Kuwait,Middle East and Northern Africa,6.10500001907349,1.63295245170593,1.25969874858856,0.632105708122253,0.496337592601776,0.228289797902107,0.215159550309181,2017,5.369684194263658,1.168535430180399,0.7353158248098319,0.6053493387225684
Slovakia,Central and Eastern Europe,6.09800004959106,1.32539355754852,1.50505924224854,0.712732911109924,0.295817464590073,0.136544480919838,0.0242108516395092,2017,5.409931034877382,1.0920510189286596,0.6880690147136779,0.5990708171682737
Bahrain,Middle East and Northern Africa,6.08699989318848,1.48841226100922,1.32311046123505,0.653133034706116,0.536746919155121,0.172668486833572,0.257042169570923,2017,5.369684194263658,1.168535430180399,0.7173156989248222,0.5892043857148845
Malaysia,Southeastern Asia,6.08400011062622,1.29121541976929,1.28464603424072,0.618784427642822,0.402264982461929,0.416608929634094,0.0656007081270218,2017,5.444875001907348,0.965252861380578,0.6391251087188721,0.5865137740597018
Nicaragua,Latin America and Caribbean,6.07100009918213,0.737299203872681,1.28721570968628,0.653095960617065,0.447551846504211,0.301674216985703,0.130687981843948,2017,5.957818193869158,1.0069808174263348,0.11318190531297212,0.5748536015028547
Ecuador,Latin America and Caribbean,6.00799989700317,1.00082039833069,1.28616881370544,0.685636222362518,0.4551981985569,0.150112465023994,0.140134647488594,2017,5.957818193869158,1.0069808174263348,0.0501817031340126,0.5183464798220592
El Salvador,Latin America and Caribbean,6.00299978256226,0.909784495830536,1.18212509155273,0.596018552780151,0.432452529668808,0.0782579854130745,0.0899809598922729,2017,5.957818193869158,1.0069808174263348,0.045181588693102626,0.5138616993712313
Poland,Central and Eastern Europe,5.97300004959106,1.29178786277771,1.44571197032928,0.699475347995758,0.520342111587524,0.158465966582298,0.0593078061938286,2017,5.409931034877382,1.0920510189286596,0.5630690147136779,0.4869538720506208
Uzbekistan,Central and Eastern Europe,5.97100019454956,0.786441087722778,1.54896914958954,0.498272627592087,0.658248662948608,0.415983647108078,0.246528223156929,2017,5.409931034877382,1.0920510189286596,0.5610691596721775,0.48516013094717153
Italy,Western Europe,5.96400022506714,1.39506661891937,1.44492328166962,0.853144347667694,0.256450712680817,0.17278964817524,0.0280280914157629,2017,6.703714302607945,1.4574108634676262,-0.7397140775408051,0.47888160939288565
Russia,Central and Eastern Europe,5.96299982070923,1.28177809715271,1.46928238868713,0.547349333763123,0.373783111572266,0.0522638224065304,0.0329628810286522,2017,5.409931034877382,1.0920510189286596,0.5530687858318482,0.47798431114895623
Belize,Latin America and Caribbean,5.95599985122681,0.907975316047668,1.08141779899597,0.450191766023636,0.547509372234344,0.240015640854836,0.0965810716152191,2017,5.957818193869158,1.0069808174263348,-0.0018183426423474813,0.4717057895946703
Japan,Eastern Asia,5.92000007629395,1.41691517829895,1.43633782863617,0.913475871086121,0.505625545978546,0.12057276815176,0.163760736584663,2017,5.4915999412536625,1.2957340240478519,0.4284001350402873,0.4394163112715074
Lithuania,Central and Eastern Europe,5.90199995040894,1.31458234786987,1.47351610660553,0.62894994020462,0.234231784939766,0.010164656676352,0.0118656428530812,2017,5.409931034877382,1.0920510189286596,0.49206891553155785,0.4232713582638235
Algeria,Middle East and Northern Africa,5.87200021743774,1.09186446666718,1.1462174654007,0.617584645748138,0.233335807919502,0.0694366469979286,0.146096110343933,2017,5.369684194263658,1.168535430180399,0.5023160231740817,0.3963635309432131
Latvia,Central and Eastern Europe,5.84999990463257,1.26074862480164,1.40471494197845,0.638566970825195,0.325707912445068,0.153074786067009,0.0738427266478539,2017,5.409931034877382,1.0920510189286596,0.440068869755188,0.3766306680364259
South Korea,Eastern Asia,5.83799982070923,1.40167844295502,1.12827444076538,0.900214076042175,0.257921665906906,0.206674367189407,0.0632826685905457,2017,5.4915999412536625,1.2957340240478519,0.3463998794555678,0.3658673660313033
Moldova,Central and Eastern Europe,5.83799982070923,0.728870630264282,1.25182557106018,0.589465200901031,0.240729048848152,0.208779126405716,0.0100912861526012,2017,5.409931034877382,1.0920510189286596,0.42806878583184815,0.3658673660313033
Romania,Central and Eastern Europe,5.82499980926514,1.21768391132355,1.15009129047394,0.685158312320709,0.457003742456436,0.133519917726517,0.00438790069893,2017,5.409931034877382,1.0920510189286596,0.41506877438775813,0.3542071934744561
Bolivia,Latin America and Caribbean,5.82299995422363,0.833756566047668,1.22761905193329,0.473630249500275,0.558732926845551,0.22556072473526,0.0604777261614799,2017,5.957818193869158,1.0069808174263348,-0.13481823964552753,0.35241345237099814
Turkmenistan,Central and Eastern Europe,5.82200002670288,1.13077676296234,1.49314916133881,0.437726080417633,0.41827192902565,0.24992498755455,0.259270340204239,2017,5.409931034877382,1.0920510189286596,0.41206899182549783,0.3515165818192735
Kazakhstan,Central and Eastern Europe,5.81899976730347,1.28455626964569,1.38436901569366,0.606041550636292,0.437454283237457,0.201964423060417,0.119282886385918,2017,5.409931034877382,1.0920510189286596,0.4090687324260882,0.34882554247189484
North Cyprus,Western Europe,5.80999994277954,1.3469113111496,1.18630337715149,0.834647238254547,0.471203625202179,0.266845703125,0.155353352427483,2017,6.703714302607945,1.4574108634676262,-0.8937143598284045,0.34075327981415093
Slovenia,Central and Eastern Europe,5.75799989700317,1.3412059545517,1.45251882076263,0.790828227996826,0.572575807571411,0.242649093270302,0.0451289787888527,2017,5.409931034877382,1.0920510189286596,0.34806886212578814,0.29411258958675335
Peru,Latin America and Caribbean,5.71500015258789,1.03522527217865,1.21877038478851,0.630166113376617,0.450002878904343,0.126819714903831,0.0470490865409374,2017,5.957818193869158,1.0069808174263348,-0.24281804128126794,0.25554458970930444
Mauritius,Sub-Saharan Africa,5.62900018692017,1.18939554691315,1.20956099033356,0.638007462024689,0.491247326135635,0.360933750867844,0.0421815551817417,2017,4.111948722448104,0.501748885625066,1.5170514644720656,0.17840816226220194
Cyprus,Western Europe,5.62099981307983,1.35593807697296,1.13136327266693,0.84471470117569,0.355111539363861,0.271254301071167,0.0412379764020443,2017,6.703714302607945,1.4574108634676262,-1.0827144895281142,0.17123234246397787
Estonia,Central and Eastern Europe,5.61100006103516,1.32087934017181,1.47667109966278,0.695168316364288,0.479131430387497,0.0988908112049103,0.183248922228813,2017,5.409931034877382,1.0920510189286596,0.20106902615777766,0.16226320925451806
Belarus,Central and Eastern Europe,5.56899976730347,1.15655755996704,1.44494521617889,0.637714266777039,0.295400261878967,0.15513750910759,0.156313821673393,2017,5.409931034877382,1.0920510189286596,0.1590687324260882,0.12459165223658905
Libya,Middle East and Northern Africa,5.52500009536743,1.10180306434631,1.35756433010101,0.520169019699097,0.465733230113983,0.152073666453362,0.0926102101802826,2017,5.369684194263658,1.168535430180399,0.15531590110377191,0.08512678180740679
Turkey,Middle East and Northern Africa,5.5,1.19827437400818,1.33775317668915,0.637605607509613,0.300740599632263,0.0466930419206619,0.0996715798974037,2017,5.369684194263658,1.168535430180399,0.13031580573634205,0.062703307245437
Paraguay,Latin America and Caribbean,5.49300003051758,0.932537317276001,1.50728487968445,0.579250693321228,0.473507791757584,0.224150657653809,0.091065913438797,2017,5.957818193869158,1.0069808174263348,-0.4648181633515778,0.05642478569115109
Hong Kong,Eastern Asia,5.47200012207031,1.55167484283447,1.26279091835022,0.943062424659729,0.490968644618988,0.374465793371201,0.293933749198914,2017,5.4915999412536625,1.2957340240478519,-0.01959981918335263,0.03758922102828458
Philippines,Southeastern Asia,5.42999982833862,0.85769921541214,1.25391757488251,0.468009054660797,0.585214674472809,0.193513423204422,0.0993318930268288,2017,5.444875001907348,0.965252861380578,-0.014875173568727362,-8.233598964443508e-05
Serbia,Central and Eastern Europe,5.39499998092651,1.06931757926941,1.25818979740143,0.65078467130661,0.208715528249741,0.220125883817673,0.0409037806093693,2017,5.409931034877382,1.0920510189286596,-0.01493105395087202,-0.03147494376108277
Jordan,Middle East and Northern Africa,5.33599996566772,0.991012394428253,1.23908889293671,0.604590058326721,0.418421149253845,0.172170460224152,0.11980327218771,2017,5.369684194263658,1.168535430180399,-0.03368422859593778,-0.08439415554276626
Hungary,Central and Eastern Europe,5.32399988174438,1.2860119342804,1.34313309192657,0.687763452529907,0.175863519310951,0.0784016624093056,0.0366369374096394,2017,5.409931034877382,1.0920510189286596,-0.08593115313300181,-0.09515745754788885
Jamaica,Latin America and Caribbean,5.31099987030029,0.925579309463501,1.36821806430817,0.641022384166718,0.474307239055634,0.233818337321281,0.0552677810192108,2017,5.957818193869158,1.0069808174263348,-0.6468183235688674,-0.10681763010473605
Croatia,Central and Eastern Europe,5.29300022125244,1.22255623340607,0.96798300743103,0.701288521289825,0.255772292613983,0.248002976179123,0.0431031100451946,2017,5.409931034877382,1.0920510189286596,-0.11693081362494251,-0.12296215542021514
Kosovo,Central and Eastern Europe,5.27899980545044,0.951484382152557,1.13785350322723,0.541452050209045,0.260287940502167,0.319931447505951,0.0574716180562973,2017,5.409931034877382,1.0920510189286596,-0.1309312294269418,-0.13551962622099173
China,Eastern Asia,5.27299976348877,1.08116579055786,1.16083741188049,0.741415500640869,0.472787708044052,0.0288068410009146,0.0227942746132612,2017,5.4915999412536625,1.2957340240478519,-0.21860017776489205,-0.14090127722355303
Pakistan,Southern Asia,5.26900005340576,0.72688353061676,0.672690689563751,0.402047783136368,0.23521526157856,0.315446019172668,0.124348066747189,2017,4.628428561346872,0.6974788137844629,0.6405714920588883,-0.1444887594304603
Indonesia,Southeastern Asia,5.26200008392334,0.995538592338562,1.27444469928741,0.492345720529556,0.443323463201523,0.611704587936401,0.0153171354904771,2017,5.444875001907348,0.965252861380578,-0.1828749179840079,-0.1507672809847462
Venezuela,Latin America and Caribbean,5.25,1.12843120098114,1.43133759498596,0.617144227027893,0.153997123241425,0.0650196298956871,0.0644911229610443,2017,5.957818193869158,1.0069808174263348,-0.7078181938691577,-0.16153058298986878
Montenegro,Central and Eastern Europe,5.23699998855591,1.12112903594971,1.23837649822235,0.667464673519135,0.194989055395126,0.197911024093628,0.0881741940975189,2017,5.409931034877382,1.0920510189286596,-0.17293104632147216,-0.17319075554671598
Morocco,Middle East and Northern Africa,5.2350001335144,0.878114581108093,0.774864435195923,0.59771066904068,0.408158332109451,0.0322099551558495,0.0877631828188896,2017,5.369684194263658,1.168535430180399,-0.1346840607492581,-0.17498449665017402
Azerbaijan,Central and Eastern Europe,5.23400020599365,1.15360176563263,1.15240025520325,0.540775775909424,0.398155838251114,0.0452693402767181,0.180987507104874,2017,5.409931034877382,1.0920510189286596,-0.17593082888373246,-0.17588136720189865
Dominican Republic,Latin America and Caribbean,5.23000001907349,1.07937383651733,1.40241670608521,0.574873745441437,0.55258983373642,0.186967849731445,0.113945253193378,2017,5.957818193869158,1.0069808174263348,-0.7278181747956678,-0.1794692771010019
Greece,Western Europe,5.22700023651123,1.28948748111725,1.23941457271576,0.810198903083801,0.0957312509417534,0.0,0.04328977689147,2017,6.703714302607945,1.4574108634676262,-1.476714066096715,-0.18215988875618455
Lebanon,Middle East and Northern Africa,5.22499990463257,1.07498753070831,1.12962424755096,0.735081076622009,0.288515985012054,0.264450758695602,0.037513829767704,2017,5.369684194263658,1.168535430180399,-0.14468428963108781,-0.18395405755183858
Portugal,Western Europe,5.19500017166138,1.3151752948761,1.36704301834106,0.795843541622162,0.498465299606323,0.0951027125120163,0.0158694516867399,2017,6.703714302607945,1.4574108634676262,-1.508714130946565,-0.21086188487244023
Bosnia and Herzegovina,Central and Eastern Europe,5.18200016021729,0.982409417629242,1.0693359375,0.705186307430267,0.204403176903725,0.328867495059967,0.0,2017,5.409931034877382,1.0920510189286596,-0.22793087466009254,-0.22252205742928743
Honduras,Latin America and Caribbean,5.18100023269653,0.730573117733002,1.14394497871399,0.582569479942322,0.348079860210419,0.236188873648643,0.0733454525470734,2017,5.957818193869158,1.0069808174263348,-0.776817961172628,-0.22341892798102084
Macedonia,Central and Eastern Europe,5.17500019073486,1.06457793712616,1.20789301395416,0.644948184490204,0.325905978679657,0.25376096367836,0.0602777935564518,2017,5.409931034877382,1.0920510189286596,-0.2349308441425224,-0.22880057898358214
Somalia,Sub-Saharan Africa,5.15100002288818,0.0226431842893362,0.721151351928711,0.113989137113094,0.602126955986023,0.291631311178207,0.282410323619843,2017,4.111948722448104,0.501748885625066,1.039051300440076,-0.2503271829938273
Vietnam,Southeastern Asia,5.07399988174438,0.788547575473785,1.27749133110046,0.652168989181519,0.571055591106415,0.234968051314354,0.0876332372426987,2017,5.444875001907348,0.965252861380578,-0.3708751201629674,-0.3193913477831946
Nigeria,Sub-Saharan Africa,5.07399988174438,0.783756256103516,1.21577048301697,0.0569157302379608,0.394952565431595,0.230947196483612,0.0261215660721064,2017,4.111948722448104,0.501748885625066,0.9620511592962764,-0.3193913477831946
Tajikistan,Central and Eastern Europe,5.04099988937378,0.524713635444641,1.27146327495575,0.529235124588013,0.471566706895828,0.248997643589973,0.146377146244049,2017,5.409931034877382,1.0920510189286596,-0.36893114550360195,-0.34899021445117495
Bhutan,Southern Asia,5.01100015640259,0.885416388511658,1.34012651443481,0.495879292488098,0.501537680625916,0.474054545164108,0.173380389809608,2017,4.628428561346872,0.6974788137844629,0.38257159505571803,-0.37589804177177666
Kyrgyzstan,Central and Eastern Europe,5.00400018692017,0.596220076084137,1.39423859119415,0.553457796573639,0.454943388700485,0.42858037352562,0.0394391790032387,2017,5.409931034877382,1.0920510189286596,-0.40593084795721257,-0.38217656332606253
Nepal,Southern Asia,4.96199989318848,0.479820191860199,1.17928326129913,0.504130780696869,0.440305948257446,0.394096165895462,0.0729755461215973,2017,4.628428561346872,0.6974788137844629,0.3335713318416085,-0.41984812034399155
Mongolia,Eastern Asia,4.95499992370605,1.02723586559296,1.4930112361908,0.557783484458923,0.394143968820572,0.338464230298996,0.0329022891819477,2017,5.4915999412536625,1.2957340240478519,-0.5366000175476122,-0.42612664189828625
South Africa,Sub-Saharan Africa,4.8289999961853,1.05469870567322,1.38478863239288,0.187080070376396,0.479246735572815,0.139362379908562,0.0725094974040985,2017,4.111948722448104,0.501748885625066,0.7170512737371961,-0.5391404575676638
